Wavelength	Intensity
9.031964809384E+2	6.451000000000E+3
9.032551319648E+2	6.379000000000E+3
9.033137829912E+2	6.362000000000E+3
9.033724340176E+2	6.240000000000E+3
9.034310850440E+2	6.187000000000E+3
9.034897360704E+2	6.180000000000E+3
9.035483870968E+2	6.055000000000E+3
9.036070381232E+2	5.983000000000E+3
9.036656891496E+2	5.959000000000E+3
9.037243401760E+2	5.881000000000E+3
9.037829912023E+2	5.816000000000E+3
9.038416422287E+2	5.775000000000E+3
9.039002932551E+2	5.686000000000E+3
9.039589442815E+2	5.592000000000E+3
9.040175953079E+2	5.565000000000E+3
9.040762463343E+2	5.488000000000E+3
9.041348973607E+2	5.419000000000E+3
9.041935483871E+2	5.387000000000E+3
9.042521994135E+2	5.292000000000E+3
9.043108504399E+2	5.245000000000E+3
9.043695014663E+2	5.187000000000E+3
9.044281524927E+2	5.087000000000E+3
9.044868035191E+2	5.027000000000E+3
9.045454545455E+2	5.019000000000E+3
9.046041055718E+2	4.933000000000E+3
9.046627565982E+2	4.893000000000E+3
9.047214076246E+2	4.808000000000E+3
9.047800586510E+2	4.731000000000E+3
9.048387096774E+2	4.687000000000E+3
9.048973607038E+2	4.676000000000E+3
9.049560117302E+2	4.565000000000E+3
9.050146627566E+2	4.491000000000E+3
9.050733137830E+2	4.456000000000E+3
9.051319648094E+2	4.384000000000E+3
9.051906158358E+2	4.314000000000E+3
9.052492668622E+2	4.304000000000E+3
9.053079178886E+2	4.224000000000E+3
9.053665689150E+2	4.145000000000E+3
9.054252199413E+2	4.132000000000E+3
9.054838709677E+2	4.040000000000E+3
9.055425219941E+2	3.995000000000E+3
9.056011730205E+2	3.969000000000E+3
9.056598240469E+2	3.876000000000E+3
9.057184750733E+2	3.808000000000E+3
9.057771260997E+2	3.786000000000E+3
9.058357771261E+2	3.714000000000E+3
9.058944281525E+2	3.700000000000E+3
9.059530791789E+2	3.621000000000E+3
9.060117302053E+2	3.551000000000E+3
9.060703812317E+2	3.516000000000E+3
9.061290322581E+2	3.476000000000E+3
9.061876832845E+2	3.358000000000E+3
9.062463343109E+2	3.348000000000E+3
9.063049853372E+2	3.282000000000E+3
9.063636363636E+2	3.228000000000E+3
9.064222873900E+2	3.196000000000E+3
9.064809384164E+2	3.158000000000E+3
9.065395894428E+2	3.092000000000E+3
9.065982404692E+2	3.042000000000E+3
9.066568914956E+2	3.026000000000E+3
9.067155425220E+2	2.934000000000E+3
9.067741935484E+2	2.932000000000E+3
9.068328445748E+2	2.862000000000E+3
9.068914956012E+2	2.817000000000E+3
9.069501466276E+2	2.769000000000E+3
9.070087976540E+2	2.712000000000E+3
9.070674486804E+2	2.650000000000E+3
9.071260997067E+2	2.648000000000E+3
9.071847507331E+2	2.594000000000E+3
9.072434017595E+2	2.536000000000E+3
9.073020527859E+2	2.502000000000E+3
9.073607038123E+2	2.493000000000E+3
9.074193548387E+2	2.418000000000E+3
9.074780058651E+2	2.383000000000E+3
9.075366568915E+2	2.340000000000E+3
9.075953079179E+2	2.260000000000E+3
9.076539589443E+2	2.255000000000E+3
9.077126099707E+2	2.232000000000E+3
9.077712609971E+2	2.179000000000E+3
9.078299120235E+2	2.126000000000E+3
9.078885630499E+2	2.115000000000E+3
9.079472140762E+2	2.050000000000E+3
9.080058651026E+2	2.039000000000E+3
9.080645161290E+2	1.999000000000E+3
9.081231671554E+2	1.953000000000E+3
9.081818181818E+2	1.925000000000E+3
9.082404692082E+2	1.890000000000E+3
9.082991202346E+2	1.827000000000E+3
9.083577712610E+2	1.815000000000E+3
9.084164222874E+2	1.766000000000E+3
9.084750733138E+2	1.753000000000E+3
9.085337243402E+2	1.722000000000E+3
9.085923753666E+2	1.722000000000E+3
9.086510263930E+2	1.652000000000E+3
9.087096774194E+2	1.675000000000E+3
9.087683284457E+2	1.598000000000E+3
9.088269794721E+2	1.532000000000E+3
9.088856304985E+2	1.534000000000E+3
9.089442815249E+2	1.490000000000E+3
9.090029325513E+2	1.470000000000E+3
9.090615835777E+2	1.456000000000E+3
9.091202346041E+2	1.411000000000E+3
9.091788856305E+2	1.360000000000E+3
9.092375366569E+2	1.375000000000E+3
9.092961876833E+2	1.304000000000E+3
9.093548387097E+2	1.289000000000E+3
9.094134897361E+2	1.264000000000E+3
9.094721407625E+2	1.231000000000E+3
9.095307917889E+2	1.187000000000E+3
9.095894428152E+2	1.223000000000E+3
9.096480938416E+2	1.164000000000E+3
9.097067448680E+2	1.141000000000E+3
9.097653958944E+2	1.142000000000E+3
9.098240469208E+2	1.111000000000E+3
9.098826979472E+2	1.058000000000E+3
9.099413489736E+2	1.085000000000E+3
9.100000000000E+2	1.054000000000E+3
9.100586510264E+2	1.005000000000E+3
9.101173020528E+2	9.960000000000E+2
9.101759530792E+2	9.770000000000E+2
9.102346041056E+2	9.600000000000E+2
9.102932551320E+2	9.500000000000E+2
9.103519061584E+2	9.340000000000E+2
9.104105571848E+2	8.810000000000E+2
9.104692082111E+2	8.740000000000E+2
9.105278592375E+2	8.540000000000E+2
9.105865102639E+2	8.460000000000E+2
9.106451612903E+2	8.170000000000E+2
9.107038123167E+2	8.010000000000E+2
9.107624633431E+2	7.750000000000E+2
